City,State,Country,Shape_id,Image,Date,Time
Emeryville,CA,USA,4,No,29/10/2007,16:50:00
Calhoun,GA,USA,4,No,29/10/2007,05:45:00
Margaretville,NY,USA,4,No,28/10/2007,23:15:00
Bearskin Lake (Canada),ON,Canada,4,No,26/10/2007,19:00:00
Vulcan (14 miles NW of) (Canada),AB,Canada,4,No,25/10/2007,22:05:00
Marietta,GA,USA,4,No,24/10/2007,20:30:00
Lake Havasu City,AZ,USA,4,No,24/10/2007,06:15:00
Kansas City,KS,USA,4,No,23/10/2007,17:00:00
Kingsport,TN,USA,4,No,21/10/2007,17:08:00
Grand Rapids,MI,USA,4,No,20/10/2007,21:00:00
Brule,WI,USA,4,No,19/10/2007,02:00:00
Los Angeles,CA,USA,4,No,18/10/2007,15:00:00
Van Nuys,CA,USA,4,No,17/10/2007,15:07:00
Worcester,MA,USA,4,No,15/10/2007,15:00:00
Chicago,IL,USA,4,No,15/10/2007,00:00:00
Redondo Beach,CA,USA,4,No,14/10/2007,16:00:00
Richmond,CA,USA,4,No,30/09/2007,12:00:00
Chicago,IL,USA,4,No,29/09/2007,23:30:00
Walton,KY,USA,4,No,29/09/2007,23:10:00
Lummi Island (ferry terminal),WA,USA,4,No,29/09/2007,21:30:00
Chandler,AZ,USA,4,No,27/09/2007,05:45:00
Kure Beach,NC,USA,4,No,26/09/2007,21:20:00
Midland,MI,USA,4,No,26/09/2007,19:00:00
Shelby,NC,USA,4,No,25/09/2007,21:30:00
Damascus,OR,USA,4,No,25/09/2007,06:00:00
Corona,CA,USA,4,No,24/09/2007,19:50:00
Schwenksville,PA,USA,4,No,24/09/2007,04:15:00
La Mesilla,NM,USA,4,No,22/09/2007,17:30:00
Woodland Hills,CA,USA,4,No,22/09/2007,00:45:00
Costa Mesa,CA,USA,4,No,21/09/2007,22:45:00
Sterling Heights,MI,USA,4,No,21/09/2007,13:00:00
Mission Viejo/Trabuco Canyon,CA,USA,4,No,20/09/2007,23:30:00
Richmond,IL,USA,4,No,20/09/2007,21:00:00
Irvine,CA,USA,4,No,18/09/2007,20:00:00
Weber City (VA; closest town),TN,USA,4,No,17/09/2007,23:15:00
Wallingford,CT,USA,4,No,17/09/2007,22:30:00
Cypress Hills - West Block (Canada),SK,Canada,4,No,15/09/2007,21:30:00
Lantana,FL,USA,4,No,14/09/2007,21:00:00
Bedford Park,IL,USA,4,No,14/09/2007,07:45:00
Tiverton,RI,USA,4,No,14/09/2007,05:35:00
Farmington,NM,USA,4,No,13/09/2007,19:30:00
Little Rock,AR,USA,4,No,31/08/2007,19:45:00
Troutdale,OR,USA,4,No,30/08/2007,21:17:00
Chino Hills (seen from),CA,USA,4,No,30/08/2007,21:00:00
Green Bay,WI,USA,4,No,28/08/2007,11:30:00
Neola,UT,USA,4,No,28/08/2007,01:00:00
Roosevelt,MI,USA,4,No,27/08/2007,23:00:00
San Luis Obispo,CA,USA,4,No,27/08/2007,04:34:00
Cadillac,MI,USA,4,No,26/08/2007,20:30:00
Tylertown,MS,USA,4,No,24/08/2007,23:48:00
Clayton,NC,USA,4,No,24/08/2007,23:00:00
Pacheco,CA,USA,4,No,24/08/2007,23:00:00
Fort Hood/Killeen,TX,USA,4,No,22/08/2007,22:00:00
Las Vegas,NV,USA,4,No,22/08/2007,20:30:00
Fountain valley,CA,USA,4,No,20/08/2007,22:00:00
Fernley,NV,USA,4,No,20/08/2007,05:00:00
Heber Springs,AR,USA,4,No,20/08/2007,02:00:00
Dexter (in southern sky),ME,USA,4,No,19/08/2007,21:17:00
Lowell,MI,USA,4,No,18/08/2007,23:00:00
Glendale,UT,USA,4,No,18/08/2007,17:00:00
Browns Mills,NJ,USA,4,No,15/08/2007,18:00:00
Queensbury,NY,USA,4,No,14/08/2007,23:00:00
Moses Lake,WA,USA,4,No,13/08/2007,23:30:00
Guelph (Canada),ON,Canada,4,No,13/08/2007,23:00:00
Buffalo,NY,USA,4,No,30/07/2007,05:15:00
Coldwater,MI,USA,4,No,29/07/2007,22:30:00
Chicago,IL,USA,4,No,29/07/2007,22:30:00
Austin,TX,USA,4,No,28/07/2007,23:15:00
Ione,WA,USA,4,No,26/07/2007,22:30:00
Wheeling,IL,USA,4,No,22/07/2007,22:00:00
Blossvale,NY,USA,4,No,22/07/2007,02:00:00
Austin,TX,USA,4,No,22/07/2007,00:15:00
Cleveland,OH,USA,4,No,22/07/2007,00:00:00
Costa Mesa,CA,USA,4,No,21/07/2007,22:20:00
Newington,CT,USA,4,No,21/07/2007,22:00:00
Germantown,MD,USA,4,No,21/07/2007,18:30:00
Avalon,NJ,USA,4,No,20/07/2007,01:00:00
Titusville,FL,USA,4,No,19/07/2007,13:30:00
Angier,NC,USA,4,No,16/07/2007,23:30:00
Daytona Beach,FL,USA,4,No,16/07/2007,14:00:00
Milford,NE,USA,4,No,15/07/2007,23:30:00
Irvine,CA,USA,4,No,14/07/2007,23:15:00
Springfield,TN,USA,4,No,14/07/2007,23:00:00
East Northport,NY,USA,4,No,13/07/2007,11:30:00
Orange Beach,AL,USA,4,No,30/06/2007,22:00:00
Laguna Beach,CA,USA,4,No,30/06/2007,00:00:00
Neptune,OH,USA,4,No,29/06/2007,00:00:00
Oak Lawn,IL,USA,4,No,29/06/2007,17:00:00
Lake Isabella,CA,USA,4,No,28/06/2007,11:00:00
Irvine,CA,USA,4,No,24/06/2007,22:30:00
Danville,IL,USA,4,No,23/06/2007,22:00:00
North Hollywood,CA,USA,4,No,23/06/2007,21:30:00
Louisburg,KS,USA,4,No,23/06/2007,21:00:00
New York City,NY,USA,4,No,23/06/2007,17:00:00
Round Valley,ID,USA,4,No,22/06/2007,01:00:00
Coquitlam (Canada),BC,Canada,4,No,21/06/2007,22:21:00
Edmonton (Canada),AB,Canada,4,No,21/06/2007,00:00:00
Wheatland,ND,USA,4,No,20/06/2007,23:45:00
Denver,CO,USA,4,No,20/06/2007,22:25:00
Monroe,UT,USA,4,No,20/06/2007,11:30:00
St. Petersburg,FL,USA,4,No,19/06/2007,23:59:00
Kentwood,MI,USA,4,No,19/06/2007,22:30:00
Stratford,NJ,USA,4,No,18/06/2007,22:05:00
Dallesport,WA,USA,4,No,18/06/2007,22:00:00
DeWitt,MI,USA,4,No,16/06/2007,22:40:00
Susanville,CA,USA,4,No,15/06/2007,12:00:00
North Port,FL,USA,4,No,13/06/2007,23:00:00
Ashtabula,OH,USA,4,No,31/05/2007,21:00:00
Sebring,FL,USA,4,No,30/05/2007,23:00:00
Salineville,OH,USA,4,No,29/05/2007,22:00:00
Portland,OR,USA,4,No,28/05/2007,18:45:00
Lakemont,NY,USA,4,No,28/05/2007,11:00:00
Corona,CA,USA,4,No,27/05/2007,22:00:00
Albuquerque,NM,USA,4,No,26/05/2007,23:58:00
Anderson or Oconee,SC,USA,4,No,26/05/2007,23:00:00
Seattle,WA,USA,4,No,26/05/2007,01:45:00
Maurertown,VA,USA,4,No,26/05/2007,00:45:00
Bridgeport,CT,USA,4,No,26/05/2007,00:00:00
Chandler,AZ,USA,4,No,24/05/2007,04:00:00
Round Rock,TX,USA,4,No,23/05/2007,22:05:00
Denton,TX,USA,4,No,22/05/2007,23:00:00
Toronto (Canada),ON,Canada,4,No,21/05/2007,21:00:00
Rancho Cucamonga,CA,USA,4,No,19/05/2007,21:50:00
Toronto (Canada),ON,Canada,4,No,19/05/2007,21:10:00
Cupertino,CA,USA,4,No,19/05/2007,10:30:00
Schaumurg,IL,USA,4,No,17/05/2007,14:15:00
Mission,TX,USA,4,No,16/05/2007,15:00:00
Bonita Springs,FL,USA,4,No,15/05/2007,22:15:00
Seattle,WA,USA,4,No,15/05/2007,00:15:00
Portland,OR,USA,4,No,29/04/2007,17:00:00
Myrtle Beach,SC,USA,4,No,27/04/2007,22:00:00
Springfield,OR,USA,4,No,25/04/2007,00:00:00
South Kingston,NH,USA,4,No,24/04/2007,22:00:00
Brentwood,CA,USA,4,No,24/04/2007,21:40:00
Des Moines,IA,USA,4,No,23/04/2007,11:12:00
Chico,CA,USA,4,No,20/04/2007,23:15:00
Portland,OR,USA,4,No,20/04/2007,11:30:00
Puyallup,WA,USA,4,No,20/04/2007,10:15:00
Bellingham,WA,USA,4,No,17/04/2007,23:00:00
Irvine,CA,USA,4,No,17/04/2007,22:00:00
Denver,CO,USA,4,No,17/04/2007,17:25:00
Goodlettsville,TN,USA,4,No,17/04/2007,13:36:00
Irvine,CA,USA,4,No,15/04/2007,22:30:00
Elma,WA,USA,4,No,14/04/2007,21:00:00
East Rutherford,NJ,USA,4,No,31/03/2007,20:00:00
Los Angeles,CA,USA,4,No,31/03/2007,05:00:00
San Juan Bautista,CA,USA,4,No,28/03/2007,22:30:00
St. Petersburg,FL,USA,4,No,26/03/2007,23:40:00
Gardena,CA,USA,4,No,25/03/2007,17:50:00
Alexandria,VA,USA,4,No,25/03/2007,10:45:00
Celina,TN,USA,4,No,24/03/2007,23:00:00
Houston,TX,USA,4,No,22/03/2007,00:00:00
Novato,CA,USA,4,No,20/03/2007,21:27:00
Livermore,CA,USA,4,No,20/03/2007,20:00:00
Boynton Beach,FL,USA,4,No,17/03/2007,21:15:00
Myrtle Beach,SC,USA,4,No,17/03/2007,20:30:00
Sunnyside,NY,USA,4,No,17/03/2007,09:00:00
Washougal,WA,USA,4,No,16/03/2007,10:15:00
Calgary (Canada),AB,Canada,4,No,16/03/2007,08:45:00
Stoughton/Cooksville area,WI,USA,4,No,16/03/2007,06:20:00
Tucson,AZ,USA,4,No,15/03/2007,14:00:00
Boise,ID,USA,4,No,14/03/2007,22:00:00
Andover,MA,USA,4,No,14/03/2007,19:40:00
Kingsland,GA,USA,4,No,14/03/2007,10:10:00
New York City (Queens),NY,USA,4,No,14/03/2007,05:00:00
Bergen,NY,USA,4,No,13/03/2007,23:20:00
Charlotte,NC,USA,4,No,28/02/2007,12:30:00
Beavercreek,OH,USA,4,No,26/02/2007,21:40:00
New York City (Bronx),NY,USA,4,No,26/02/2007,07:30:00
Calgary (Canada),AB,Canada,4,No,25/02/2007,23:25:00
Parry Sound (Canada),ON,Canada,4,No,20/02/2007,18:20:00
Dale City/Arlington,VA,USA,4,No,20/02/2007,17:25:00
Needles,CA,USA,4,No,20/02/2007,13:00:00
West Point,IA,USA,4,No,19/02/2007,20:00:00
Edmonton (Canada),AB,Canada,4,No,19/02/2007,16:00:00
Littlerock,AR,USA,4,No,19/02/2007,14:00:00
Port Elgion (Canada),NB,Canada,4,No,17/02/2007,19:20:00
Greenville (Canada),BC,Canada,4,No,30/01/2007,18:00:00
Davison,MI,USA,4,No,28/01/2007,13:00:00
Fallon,NV,USA,4,No,28/01/2007,02:00:00
Etobicoke (Canada),ON,Canada,4,No,27/01/2007,23:10:00
Osprey,FL,USA,4,No,26/01/2007,01:56:00
Otterbein,IN,USA,4,No,25/01/2007,19:30:00
Leicester,NC,USA,4,No,24/01/2007,20:00:00
New York City (Staten Island),NY,USA,4,No,23/01/2007,16:30:00
Quartzite,AZ,USA,4,No,22/01/2007,23:00:00
Elizabeth,WV,USA,4,No,20/01/2007,01:00:00
Coquitlam (Canada),BC,Canada,4,No,19/01/2007,19:30:00
Felton,CA,USA,4,No,19/01/2007,06:15:00
Calgary (Canada),AB,Canada,4,No,18/01/2007,18:15:00
Rochester,NY,USA,4,No,18/01/2007,07:35:00
Daly City,CA,USA,4,No,15/01/2007,01:45:00
Chiloquin,OR,USA,4,No,14/01/2007,19:00:00
Carrboro,NC,USA,4,No,14/01/2007,18:23:00
Los Angeles,CA,USA,4,No,13/01/2007,12:30:00
Whittier,CA,USA,4,No,31/12/2006,23:00:00
Brawley,CA,USA,4,No,31/12/2006,22:00:00
Merritt Island,FL,USA,4,No,31/12/2006,22:00:00
Foresthill,CA,USA,4,No,31/12/2006,18:00:00
Holtville,CA,USA,4,No,31/12/2006,11:35:00
Westport,MA,USA,4,No,30/12/2006,01:00:00
Blue Ridge (close to),GA,USA,4,No,29/12/2006,23:00:00
Auburn,IL,USA,4,No,29/12/2006,21:00:00
Clayton,MI,USA,4,No,28/12/2006,21:30:00
Apollo,PA,USA,4,No,28/12/2006,20:45:00
Huntington Beach,CA,USA,4,No,28/12/2006,15:00:00
Aliso Viejo,CA,USA,4,No,27/12/2006,21:15:00
Victoria (Canada),BC,Canada,4,No,27/12/2006,02:30:00
Mocksville,NC,USA,4,No,27/12/2006,02:00:00
Rockford,IA,USA,4,No,25/12/2006,20:47:00
Pleasanton,CA,USA,4,No,23/12/2006,01:49:00
New Bedford,MA,USA,4,No,18/12/2006,18:00:00
Opp,AL,USA,4,No,17/12/2006,19:58:00
Fairfax County,VA,USA,4,No,16/12/2006,07:00:00
Harbor Springs,MI,USA,4,No,15/12/2006,21:48:00
East Providence,RI,USA,4,No,15/12/2006,15:00:00
Green Oaks,IL,USA,4,No,15/12/2006,01:00:00
McMinnville,OR,USA,4,No,15/12/2006,00:01:00
Richmond,CA,USA,4,No,14/12/2006,21:30:00
Summit,IL,USA,4,No,14/12/2006,09:30:00
Inola,OK,USA,4,No,14/12/2006,01:00:00
Massillon,OH,USA,4,No,13/12/2006,20:15:00
"Washington, D.C. (just outside of)",VA,USA,4,No,30/11/2006,06:20:00
Hollister,CA,USA,4,No,30/11/2006,05:00:00
Hollister,CA,USA,4,No,30/11/2006,05:00:00
Rising Fawn,GA,USA,4,No,28/11/2006,18:15:00
Birmingham,AL,USA,4,No,28/11/2006,17:30:00
Birmingham,AL,USA,4,No,28/11/2006,17:25:00
Long Beach,CA,USA,4,No,26/11/2006,14:30:00
St. Augustine,FL,USA,4,No,25/11/2006,21:07:00
El Centro,CA,USA,4,No,25/11/2006,14:33:00
Baytown,TX,USA,4,No,25/11/2006,14:00:00
Pipersville,PA,USA,4,No,25/11/2006,01:00:00
Columbus,OH,USA,4,No,23/11/2006,14:30:00
Truth or Consequences,NM,USA,4,No,20/11/2006,23:00:00
Peabody,MA,USA,4,No,20/11/2006,19:30:00
Huntington Beach,CA,USA,4,No,20/11/2006,13:00:00
Van Nuys,CA,USA,4,No,19/11/2006,05:35:00
Tuckerton,NJ,USA,4,No,18/11/2006,18:30:00
Big Oak Valley,CA,USA,4,No,17/11/2006,20:15:00
Trowbridge (UK/England),WV,United Kingdom,4,No,17/11/2006,18:25:00
Great Falls,MT,USA,4,No,17/11/2006,10:30:00
Highlands,TX,USA,4,No,16/11/2006,23:00:00
Mead,WA,USA,4,No,14/11/2006,03:05:00
Charlotte,NC,USA,4,No,13/11/2006,17:00:00
Seaford,DE,USA,4,No,30/10/2006,19:20:00
Culver City,CA,USA,4,No,29/10/2006,17:50:00
Oxnard,CA,USA,4,No,28/10/2006,20:10:00
San Antonio,TX,USA,4,No,28/10/2006,17:00:00
Mandan,ND,USA,4,No,25/10/2006,19:30:00
Shippensburg,PA,USA,4,No,24/10/2006,11:30:00
San Jose,CA,USA,4,No,24/10/2006,04:50:00
St. Augustine,FL,USA,4,No,23/10/2006,22:25:00
Anchorage,AK,USA,4,No,23/10/2006,21:00:00
Atlanta,GA,USA,4,No,23/10/2006,14:45:00
Salinas,CA,USA,4,No,21/10/2006,18:00:00
North Kingstown,RI,USA,4,No,21/10/2006,00:00:00
Bluefield,WV,USA,4,No,20/10/2006,20:00:00
Nantucket,MA,USA,4,No,16/10/2006,23:15:00
Leavenworth,WA,USA,4,No,16/10/2006,00:00:00
Silver City,NC,USA,4,No,15/10/2006,19:00:00
Euharlee,GA,USA,4,No,15/10/2006,15:30:00
Las Vegas,NV,USA,4,No,15/10/2006,08:30:00
Los Lunas,NM,USA,4,No,15/10/2006,02:37:00
Lockport,IL,USA,4,No,15/10/2006,00:30:00
Provincetown,MA,USA,4,No,14/10/2006,18:00:00
Harbor Beach,MI,USA,4,No,13/10/2006,14:10:00
Simco (20-40 km west of) (Canada),ON,Canada,4,No,13/10/2006,04:30:00
None,ME,USA,4,No,27/09/2006,20:00:00
Sherman Oaks,CA,USA,4,No,27/09/2006,05:00:00
Dacula,GA,USA,4,No,20/09/2006,00:00:00
Trumansburg,NY,USA,4,No,18/09/2006,23:00:00
Moreno Valley,CA,USA,4,No,16/09/2006,00:00:00
Blackstone,VA,USA,4,No,15/09/2006,22:00:00
Brampton (Canada),ON,Canada,4,No,15/09/2006,14:00:00
Brampton (Canada),ON,Canada,4,No,15/09/2006,14:00:00
Santa Maria,TX,USA,4,No,15/09/2006,01:00:00
South Hill,VA,USA,4,No,14/09/2006,20:30:00
Melrose,NM,USA,4,No,13/09/2006,20:45:00
Port Barre,LA,USA,4,No,31/08/2006,20:40:00
Redwood City,CA,USA,4,No,27/08/2006,22:00:00
Seatle,WA,USA,4,No,27/08/2006,21:45:00
Baldwin,FL,USA,4,No,27/08/2006,04:25:00
Wilmington,NC,USA,4,No,25/08/2006,22:00:00
Salt Lake City,UT,USA,4,No,25/08/2006,00:47:00
Sterling Heights,MI,USA,4,No,23/08/2006,21:00:00
Clark,NJ,USA,4,No,22/08/2006,06:20:00
McKinney,TX,USA,4,No,21/08/2006,11:35:00
Twin Lakes,CA,USA,4,No,20/08/2006,21:30:00
Bridgeport,CA,USA,4,No,20/08/2006,21:30:00
Redding,CA,USA,4,No,20/08/2006,13:30:00
New York City (Bronx),NY,USA,4,No,20/08/2006,00:00:00
Buckhannon,WV,USA,4,No,19/08/2006,23:00:00
Redlands,CA,USA,4,No,19/08/2006,22:15:00
Fort Collins,CO,USA,4,No,19/08/2006,22:00:00
Shelby,MI,USA,4,No,19/08/2006,22:00:00
Los Angeles,CA,USA,4,No,19/08/2006,17:00:00
Point Roberts,WA,USA,4,No,19/08/2006,16:00:00
Forestdale,MA,USA,4,No,16/08/2006,19:30:00
Strongsville,OH,USA,4,No,16/08/2006,00:14:00
Gladeville,TN,USA,4,No,15/08/2006,19:50:00
Dulles,VA,USA,4,No,15/08/2006,11:00:00
Milwaukie,OR,USA,4,No,15/08/2006,04:15:00
Walden,NY,USA,4,No,14/08/2006,20:52:00
Phoenix,AZ,USA,4,No,14/08/2006,15:45:00
Seattle,WA,USA,4,No,13/08/2006,21:18:00
Clinton,MO,USA,4,No,13/08/2006,05:35:00
West Richland,WA,USA,4,No,13/08/2006,05:00:00
High Point,NC,USA,4,No,31/07/2006,23:00:00
Sonoma,CA,USA,4,No,29/07/2006,03:00:00
Sonoma,CA,USA,4,No,29/07/2006,03:00:00
New York City (Brooklyn),NY,USA,4,No,28/07/2006,12:00:00
Moultrie,GA,USA,4,No,26/07/2006,06:01:00
Gila Bend - 14 mile west of,AZ,USA,4,No,24/07/2006,21:00:00
Danville,CA,USA,4,No,23/07/2006,21:30:00
Rome,NY,USA,4,No,23/07/2006,19:36:00
Richmond,CA,USA,4,No,22/07/2006,16:45:00
Prescott Valley,AZ,USA,4,No,22/07/2006,09:00:00
Deltona,FL,USA,4,No,22/07/2006,00:48:00
Adelaide (South Australia),SA,Australia,4,No,20/07/2006,14:00:00
Newport Beach,CA,USA,4,No,20/07/2006,05:30:00
Bremerton,WA,USA,4,No,20/07/2006,01:40:00
La Pine,OR,USA,4,No,20/07/2006,00:00:00
Boise,ID,USA,4,No,18/07/2006,23:25:00
Chicago,IL,USA,4,No,16/07/2006,14:00:00
Chicago,IL,USA,4,No,16/07/2006,13:30:00
Crivitz,WI,USA,4,No,15/07/2006,22:05:00
Schaumburg,IL,USA,4,No,15/07/2006,10:00:00
Port St. Lucie,FL,USA,4,No,14/07/2006,20:47:00
Los Angeles,CA,USA,4,No,14/07/2006,05:00:00
Los Angeles,CA,USA,4,No,14/07/2006,00:00:00
Beaufort,SC,USA,4,No,13/07/2006,23:00:00
Redwood City,CA,USA,4,No,13/07/2006,02:20:00
Hollis,OK,USA,4,No,30/06/2006,05:49:00
Camarillo,CA,USA,4,No,30/06/2006,01:35:00
Neptune Beach,FL,USA,4,No,23/06/2006,22:33:00
Swanzey,NH,USA,4,No,23/06/2006,13:00:00
Boise,ID,USA,4,No,23/06/2006,01:00:00
Normal,IL,USA,4,No,19/06/2006,22:00:00
Augusta,GA,USA,4,No,18/06/2006,11:00:00
Plains,PA,USA,4,No,17/06/2006,20:20:00
New Hampton,NH,USA,4,No,15/06/2006,01:00:00
Miami Springs,FL,USA,4,No,14/06/2006,16:25:00
Philadelphia,PA,USA,4,No,28/05/2006,17:00:00
Scottsdale,AZ,USA,4,No,27/05/2006,13:00:00
Vienna,VA,USA,4,No,25/05/2006,20:00:00
Tranquillity,CA,USA,4,No,23/05/2006,22:34:00
Lansdowne House (Canada),ON,Canada,4,No,21/05/2006,21:47:00
Keene (Canada),ON,Canada,4,No,21/05/2006,13:00:00
Grayson,KY,USA,4,No,20/05/2006,15:30:00
Wilson,NC,USA,4,No,20/05/2006,00:05:00
Seattle,WA,USA,4,No,19/05/2006,18:00:00
Fort Smith,AR,USA,4,No,18/05/2006,22:00:00
Walker,MN,USA,4,No,17/05/2006,03:00:00
East Setauket,NY,USA,4,No,17/05/2006,02:10:00
Cincinnati,OH,USA,4,No,14/05/2006,22:00:00
Twin Falls,ID,USA,4,No,13/05/2006,22:05:00
Lewisville,TX,USA,4,No,13/05/2006,12:30:00
Walla Walla,WA,USA,4,No,30/04/2006,00:15:00
Jackson,CA,USA,4,No,29/04/2006,22:20:00
College Place,WA,USA,4,No,29/04/2006,00:30:00
Theunisen (South Africa),SA,South Africa,4,No,28/04/2006,00:15:00
Vineland,NJ,USA,4,No,28/04/2006,00:06:00
Wickenburg,AZ,USA,4,No,25/04/2006,09:55:00
Austin,TX,USA,4,No,21/04/2006,02:00:00
Rochester,MN,USA,4,No,20/04/2006,22:05:00
Grand Forks,ND,USA,4,No,17/04/2006,00:00:00
West Fargo,ND,USA,4,No,17/04/2006,23:00:00
Seattle,WA,USA,4,No,16/04/2006,19:40:00
Pensacola,FL,USA,4,No,15/04/2006,21:00:00
Starkville,MS,USA,4,No,29/03/2006,20:55:00
"Brockville (outside of, before exit 687) (Canada)",ON,Canada,4,No,29/03/2006,15:00:00
Sanford,ME,USA,4,No,28/03/2006,20:30:00
Brunswick,ME,USA,4,No,28/03/2006,20:00:00
Irvine,CA,USA,4,No,26/03/2006,23:30:00
Amherst,NY,USA,4,No,25/03/2006,21:00:00
Lubbock,TX,USA,4,No,24/03/2006,22:30:00
York,PA,USA,4,No,23/03/2006,04:20:00
Contoocook,NH,USA,4,No,22/03/2006,19:35:00
Mesa,AZ,USA,4,No,21/03/2006,07:00:00
Seattle,WA,USA,4,No,19/03/2006,23:20:00
Hallandale,FL,USA,4,No,18/03/2006,08:30:00
Lewisville,TX,USA,4,No,14/03/2006,22:00:00
Golden,CO,USA,4,No,14/03/2006,20:00:00
Bossier City,LA,USA,4,No,13/03/2006,23:00:00
Cleveland (suburb),OH,USA,4,No,13/03/2006,09:25:00
San Diego,CA,USA,4,No,13/03/2006,00:00:00
livingston,LA,USA,4,No,23/02/2006,02:45:00
Abilene (near I-20),TX,USA,4,No,22/02/2006,18:45:00
San Manuel,TX,USA,4,No,17/02/2006,20:30:00
Marlborough,CT,USA,4,No,17/02/2006,06:00:00
Melrose Park,IL,USA,4,No,16/02/2006,05:00:00
Larose,LA,USA,4,No,15/02/2006,22:00:00
Florence,SC,USA,4,No,15/02/2006,21:30:00
Redding,CA,USA,4,No,15/02/2006,19:15:00
Arizona (western; Hwy 40),AZ,USA,4,No,15/02/2006,13:00:00
Rutledge,TN,USA,4,No,13/02/2006,19:55:00
Camarillo,CA,USA,4,No,13/02/2006,18:53:00
Iron Gate,VA,USA,4,No,29/01/2006,18:35:00
El Paso,TX,USA,4,No,29/01/2006,17:00:00
Denver,PA,USA,4,No,26/01/2006,21:00:00
Mountain Grove,MO,USA,4,No,19/01/2006,19:45:00
Bellevue,WA,USA,4,No,17/01/2006,12:00:00
Clinton,ME,USA,4,No,16/01/2006,23:00:00
Fulton,NY,USA,4,No,15/01/2006,21:00:00
Portland,OR,USA,4,No,14/01/2006,22:46:00
Clermont,FL,USA,4,No,14/01/2006,20:30:00
Sault Ste. Marie (east of; Algoma District) (Canada),ON,Canada,4,No,29/12/2005,20:00:00
Charleston,WV,USA,4,No,28/12/2005,05:00:00
Monroe,WA,USA,4,No,24/12/2005,00:00:00
Morehead,KY,USA,4,No,23/12/2005,19:00:00
Paonia,CO,USA,4,No,22/12/2005,19:30:00
Georgetown,TX,USA,4,No,21/12/2005,21:00:00
Lockport,IL,USA,4,No,19/12/2005,09:45:00
Bridgewater,NJ,USA,4,No,17/12/2005,21:17:00
Santa Barbara,CA,USA,4,No,15/12/2005,09:45:00
Chelmsford,MA,USA,4,No,14/12/2005,05:48:00
Harrisburg,PA,USA,4,No,13/12/2005,18:30:00
Englewood,CO,USA,4,No,13/12/2005,18:00:00
Princeton,IN,USA,4,No,30/11/2005,17:50:00
Koror (Republic of Palau),HI,Republic of Palau,4,No,28/11/2005,18:45:00
Atlanta,GA,USA,4,No,26/11/2005,19:00:00
South Plainfield,NJ,USA,4,No,25/11/2005,21:31:00
Ogden,UT,USA,4,No,22/11/2005,23:45:00
Elk Grove,CA,USA,4,No,20/11/2005,10:00:00
Gurley,AL,USA,4,No,19/11/2005,18:30:00
Sunset,SC,USA,4,No,18/11/2005,10:49:00
Fernwood,ID,USA,4,No,15/11/2005,23:00:00
Phoenix,AZ,USA,4,No,15/11/2005,20:00:00
Escondido,CA,USA,4,No,15/11/2005,14:00:00
San Francisco,CA,USA,4,No,15/11/2005,01:56:00
Fullerton,CA,USA,4,No,14/11/2005,21:00:00
Wappingers Falls,NY,USA,4,No,14/11/2005,17:30:00
Greenville,MI,USA,4,No,13/11/2005,17:00:00
Fort Fisher,NC,USA,4,No,31/10/2005,23:00:00
Mesquite,TX,USA,4,No,28/10/2005,19:20:00
Pasadena,CA,USA,4,No,25/10/2005,00:00:00
San Antonio,TX,USA,4,No,24/10/2005,05:30:00
Irmo,SC,USA,4,No,22/10/2005,05:15:00
Auburn,WA,USA,4,No,21/10/2005,07:00:00
Wellston,MI,USA,4,No,20/10/2005,01:00:00
Marlboro,MA,USA,4,No,19/10/2005,21:00:00
Brazil,IN,USA,4,No,18/10/2005,06:50:00
Milwaukee,WI,USA,4,No,17/10/2005,18:05:00
Porterville,CA,USA,4,No,16/10/2005,10:00:00
North Zulch,TX,USA,4,No,16/10/2005,08:45:00
Houston,TX,USA,4,No,15/10/2005,04:32:00
Littleton,CO,USA,4,No,14/10/2005,13:30:00
Siloam Springs,AR,USA,4,No,13/10/2005,02:20:00
Tinley Park,IL,USA,4,No,30/09/2005,23:30:00
Oak Forest,IL,USA,4,No,30/09/2005,23:30:00
Tinley Park,IL,USA,4,No,30/09/2005,23:18:00
Oak Forest,IL,USA,4,No,30/09/2005,23:15:00
Orland Park,IL,USA,4,No,30/09/2005,23:00:00
Tinley Park,IL,USA,4,No,30/09/2005,23:00:00
Ashland,PA,USA,4,No,30/09/2005,22:30:00
Ocean City,MD,USA,4,No,29/09/2005,20:25:00
Carpinteria,CA,USA,4,No,29/09/2005,02:00:00
Shoreview,MN,USA,4,No,28/09/2005,22:30:00
Gail,TX,USA,4,No,27/09/2005,21:00:00
Kansas City,MO,USA,4,No,26/09/2005,20:00:00
Chicago Heights,IL,USA,4,No,24/09/2005,20:30:00
Norwalk,CA,USA,4,No,24/09/2005,19:23:00
Welland (Canada),ON,Canada,4,No,23/09/2005,00:00:00
San Diego,CA,USA,4,No,22/09/2005,20:00:00
Poway,CA,USA,4,No,22/09/2005,19:30:00
Laconia,NH,USA,4,No,20/09/2005,20:15:00
Belfair,WA,USA,4,No,20/09/2005,00:00:00
Wautoma,WI,USA,4,No,19/09/2005,20:01:00
Irvine,CA,USA,4,No,19/09/2005,11:50:00
Lake Geneva,WI,USA,4,No,17/09/2005,21:00:00
Chandler,AZ,USA,4,No,15/09/2005,21:00:00
Osseo,WI,USA,4,No,15/09/2005,20:20:00
