City,State,Country,Shape_id,Image,Date,Time
Bellingham,WA,USA,4,No,08/11/2012,23:00:00
San Diego,CA,USA,4,No,08/11/2012,22:30:00
Aurora,IL,USA,4,No,08/11/2012,22:00:00
Worcester,MA,USA,4,No,08/11/2012,09:20:00
Austin,TX,USA,4,No,08/11/2012,00:33:00
Hohenwald,TN,USA,4,No,08/10/2012,22:10:00
Wenatchee,WA,USA,4,No,08/10/2012,21:40:00
Rancho Santa Margarita,CA,USA,4,No,08/10/2012,21:30:00
Santa Barbara,CA,USA,4,No,08/10/2012,21:15:00
Sheboygan,WI,USA,4,No,08/10/2012,20:30:00
Eden prairie,MN,USA,4,No,08/10/2012,18:30:00
Springfield,OH,USA,4,No,08/08/2012,21:00:00
Pace,FL,USA,4,No,08/08/2012,10:45:00
Troy,MI,USA,4,No,08/07/2012,22:00:00
Chino,CA,USA,4,No,08/07/2012,21:40:00
Augusta,ME,USA,4,No,08/07/2012,21:30:00
Ulster Heights,NY,USA,4,No,08/07/2012,21:15:00
New Britain,CT,USA,4,No,08/07/2012,21:00:00
Hubbard,OH,USA,4,No,08/06/2012,21:55:00
Springfield,VT,USA,4,No,08/06/2012,21:35:00
Crete,IL,USA,4,No,08/06/2012,21:30:00
Milan,OH,USA,4,No,08/06/2012,21:00:00
Burlington (Canada),ON,Canada,4,No,08/05/2012,23:00:00
Coventry/Exeter,RI,USA,4,No,08/05/2012,23:00:00
Seattle,WA,USA,4,No,08/05/2012,22:00:00
Newark,DE,USA,4,No,08/05/2012,17:50:00
Littleton,CO,USA,4,No,08/04/2012,23:30:00
London (Canada),ON,Canada,4,No,08/04/2012,23:18:00
Vancouver,WA,USA,4,No,08/04/2012,22:19:00
Sheridan,CO,USA,4,No,08/04/2012,21:00:00
Hillsville,VA,USA,4,No,08/04/2012,13:00:00
Bowling green,OH,USA,4,No,08/03/2012,22:55:00
New Bern,NC,USA,4,No,08/03/2012,22:30:00
Bayonne,NJ,USA,4,No,08/03/2012,16:00:00
Newark,DE,USA,4,No,08/02/2012,21:00:00
Wilson,NC,USA,4,No,08/01/2012,20:00:00
Twin Falls,ID,USA,4,No,08/01/2012,00:45:00
Ronkonkoma,NY,USA,4,No,07/12/2012,09:15:00
Mechanicsburg,PA,USA,4,No,07/11/2012,23:30:00
Eden Prairie,MN,USA,4,No,07/10/2012,04:13:00
Spring Grove,MN,USA,4,No,07/10/2012,00:00:00
West Middlesex,PA,USA,4,No,07/09/2012,21:50:00
Portland,OR,USA,4,No,07/09/2012,12:35:00
Duvall,WA,USA,4,No,07/09/2012,01:00:00
Olympia,WA,USA,4,No,07/09/2012,00:00:00
Los Angeles/Hollywood,CA,USA,4,No,07/08/2012,22:00:00
Pierrefonds (Canada),QC,Canada,4,No,07/08/2012,21:24:00
Oakland,CA,USA,4,No,07/08/2012,21:03:00
Johnstown,PA,USA,4,No,07/07/2012,22:50:00
Oaks,PA,USA,4,No,07/07/2012,22:00:00
Seattle,WA,USA,4,No,07/07/2012,22:00:00
Altoona,PA,USA,4,No,07/07/2012,22:00:00
Seattle,WA,USA,4,No,07/07/2012,22:00:00
Dewey,OK,USA,4,No,07/07/2012,21:50:00
Kingston (Canada),ON,Canada,4,No,07/06/2012,23:45:00
Liberty Township,OH,USA,4,No,07/06/2012,23:00:00
Newport,NC,USA,4,No,07/06/2012,23:00:00
Bristol,CT,USA,4,No,07/06/2012,22:00:00
Forest Park (Cincinnati),OH,USA,4,No,07/05/2012,23:00:00
Burien (Seattle),WA,USA,4,No,07/05/2012,22:10:00
Pulaski/Sandy Creek,NY,USA,4,No,07/05/2012,22:00:00
Chicago,IL,USA,4,No,07/05/2012,21:30:00
Lancaster,KY,USA,4,No,07/05/2012,10:20:00
Burleson,TX,USA,4,No,07/04/2012,23:35:00
Shelton,WA,USA,4,No,07/04/2012,23:00:00
Hillsville,VA,USA,4,No,07/04/2012,22:31:00
Enid,OK,USA,4,No,07/04/2012,22:30:00
Moore,OK,USA,4,No,07/04/2012,22:30:00
Enumclaw,WA,USA,4,No,07/04/2012,22:30:00
Bremerton,WA,USA,4,No,07/04/2012,22:30:00
Mossyrock,WA,USA,4,No,07/04/2012,22:30:00
Renton,WA,USA,4,No,07/04/2012,22:15:00
Enumclaw,WA,USA,4,No,07/04/2012,22:15:00
Shelby Township,MI,USA,4,No,07/04/2012,22:10:00
Rochester,NY,USA,4,No,07/04/2012,22:10:00
Duluth,MN,USA,4,No,07/04/2012,22:00:00
Bothell,WA,USA,4,No,07/04/2012,22:00:00
Daytona Beach,FL,USA,4,No,07/04/2012,22:00:00
Papillion,NE,USA,4,No,07/04/2012,22:00:00
Topeka,KS,USA,4,No,07/04/2012,22:00:00
Steinhatchee,FL,USA,4,No,07/04/2012,21:55:00
Steinhatchee,FL,USA,4,No,07/04/2012,21:50:00
Portland,TX,USA,4,No,07/04/2012,21:45:00
Winter Haven,FL,USA,4,No,07/04/2012,21:40:00
Barberton,OH,USA,4,No,07/04/2012,21:30:00
Muskogee,OK,USA,4,No,07/04/2012,21:30:00
Morgantown,WV,USA,4,No,07/04/2012,21:30:00
Springfield,OR,USA,4,No,07/04/2012,21:15:00
Cedar Park,TX,USA,4,No,07/04/2012,21:15:00
Springfield,IL,USA,4,No,07/04/2012,21:00:00
Brick,NJ,USA,4,No,07/04/2012,21:00:00
North Haven,CT,USA,4,No,07/04/2012,21:00:00
Westminster,CA,USA,4,No,07/04/2012,21:00:00
Las Vegas,NV,USA,4,No,07/04/2012,20:15:00
Roswell,GA,USA,4,No,07/04/2012,18:30:00
Gainsville,FL,USA,4,No,07/04/2012,02:45:00
Carthage,MO,USA,4,No,07/03/2012,23:45:00
La Porte,IN,USA,4,No,07/03/2012,22:55:00
Lake Leelanau,MI,USA,4,No,07/03/2012,22:45:00
Grayling,MI,USA,4,No,07/03/2012,22:45:00
Portsmouth,NH,USA,4,No,07/03/2012,22:30:00
Lake Leelanau,MI,USA,4,No,07/03/2012,22:20:00
Cross,SC,USA,4,No,07/02/2012,22:30:00
Oro (Canada),ON,Canada,4,No,07/01/2012,23:45:00
Thunder Bay (Canada),ON,Canada,4,No,07/01/2012,23:45:00
Lansing,NY,USA,4,No,07/01/2012,21:45:00
Blue Springs,MO,USA,4,No,07/01/2012,21:45:00
Newport,RI,USA,4,No,07/01/2012,20:00:00
Burgaw,NC,USA,4,No,07/01/2012,00:00:00
Jacksonville,NC,USA,4,No,06/12/2012,23:00:00
Akron,NY,USA,4,No,06/12/2012,22:30:00
Antioch,CA,USA,4,No,06/12/2012,04:30:00
Indianpolis,IN,USA,4,No,06/11/2012,22:00:00
Lima,OH,USA,4,No,06/10/2012,22:50:00
Makawao,HI,USA,4,No,06/10/2012,19:50:00
Fountain,MI,USA,4,No,06/10/2012,00:04:00
Colorado Springs,CO,USA,4,No,06/10/2012,00:00:00
Fond du Lac,WI,USA,4,No,06/09/2012,22:20:00
Macomb Township,MI,USA,4,No,06/09/2012,22:00:00
Philipsburg,PA,USA,4,No,06/09/2012,21:45:00
Charlotte,NC,USA,4,No,06/09/2012,21:20:00
North Wales,PA,USA,4,No,06/08/2012,22:30:00
Daytona Beach,FL,USA,4,No,06/08/2012,22:30:00
Seattle,WA,USA,4,No,06/08/2012,11:00:00
El Mirage,AZ,USA,4,No,06/08/2012,06:00:00
Dateland,AZ,USA,4,No,06/06/2012,22:22:00
Lemars,IA,USA,4,No,06/06/2012,06:00:00
Mentor,OH,USA,4,No,06/05/2012,23:45:00
Chandler,AZ,USA,4,No,06/05/2012,23:05:00
McKees Rocks (Kennedy Twp.),PA,USA,4,No,06/05/2012,22:45:00
Mckees Rocks,PA,USA,4,No,06/05/2012,22:30:00
Los Angeles,CA,USA,4,No,06/05/2012,21:30:00
Blairs,VA,USA,4,No,06/05/2012,09:30:00
Brick,NJ,USA,4,No,06/04/2012,01:10:00
Kiawah Island,SC,USA,4,No,06/03/2012,01:00:00
Aurora,IN,USA,4,No,06/02/2012,22:30:00
Salisbury,NC,USA,4,No,06/02/2012,22:00:00
Webster,NY,USA,4,No,06/02/2012,22:00:00
Apple Valley,MN,USA,4,No,06/02/2012,21:47:00
Cedar Rapids,IA,USA,4,No,06/02/2012,21:00:00
Willow Springs,IL,USA,4,No,06/02/2012,02:50:00
Marysville,MI,USA,4,No,06/02/2012,00:00:00
Fort Lauderdale,FL,USA,4,No,06/01/2012,21:21:00
Tulsa,OK,USA,4,No,06/01/2012,20:00:00
Broken Arrow,OK,USA,4,No,05/12/2012,22:50:00
Sioux Falls,SD,USA,4,No,05/12/2012,22:03:00
Bay Minette,AL,USA,4,No,05/12/2012,22:00:00
Pearland,TX,USA,4,No,05/12/2012,21:30:00
Highland Village,TX,USA,4,No,05/12/2012,21:30:00
Eden Prairie,MN,USA,4,No,05/12/2012,21:30:00
Yorktown Heights,NY,USA,4,No,05/12/2012,21:00:00
Riverside,RI,USA,4,No,05/12/2012,11:00:00
Columbia,MD,USA,4,No,05/11/2012,21:00:00
Whitby (Canada),ON,Canada,4,No,05/11/2012,11:16:00
Los Banos,CA,USA,4,No,05/11/2012,08:00:00
Orlando,FL,USA,4,No,05/10/2012,16:00:00
Middletown,DE,USA,4,No,05/10/2012,12:00:00
Delaware,OH,USA,4,No,05/07/2012,21:30:00
Westville,IL,USA,4,No,05/06/2012,22:34:00
Plymouth,IN,USA,4,No,05/06/2012,01:00:00
Cheektowaga,NY,USA,4,No,05/05/2012,23:00:00
Newport,ME,USA,4,No,05/05/2012,21:30:00
Oneida,TN,USA,4,No,05/05/2012,21:00:00
Gladstone,OR,USA,4,No,05/05/2012,00:00:00
Orem,UT,USA,4,No,05/04/2012,22:35:00
Santa Fe,TX,USA,4,No,05/04/2012,22:25:00
Sanford,FL,USA,4,No,05/04/2012,20:30:00
Carrboro,NC,USA,4,No,05/02/2012,23:35:00
Marble Hill,MO,USA,4,No,05/02/2012,23:00:00
Sandy,UT,USA,4,No,05/01/2012,21:30:00
Dayton,PA,USA,4,No,04/12/2012,21:00:00
Sacramento,CA,USA,4,No,04/12/2012,20:00:00
Clarksburg,MD,USA,4,No,04/11/2012,23:00:00
Nashville,TN,USA,4,No,04/11/2012,21:45:00
Omaha,NE,USA,4,No,04/11/2012,08:20:00
Wildomar,CA,USA,4,No,04/10/2012,12:16:00
Snellville,GA,USA,4,No,04/09/2012,22:00:00
San Marcos,CA,USA,4,No,04/09/2012,12:05:00
Miami,FL,USA,4,No,04/08/2012,20:25:00
Orlando,FL,USA,4,No,04/07/2012,22:15:00
Deltona,FL,USA,4,No,04/07/2012,22:11:00
Mount Pleasant,MI,USA,4,No,04/07/2012,21:00:00
Bethel,AK,USA,4,No,04/06/2012,22:50:00
Pgh,PA,USA,4,No,04/04/2012,00:15:00
Nevada City,CA,USA,4,No,04/01/2012,20:00:00
Sandpoint,ID,USA,4,No,04/01/2012,14:00:00
Orlando,FL,USA,4,No,04/01/2012,12:00:00
Maineville,OH,USA,4,No,03/12/2012,14:30:00
Chapin,SC,USA,4,No,03/11/2012,20:45:00
Maumee,OH,USA,4,No,03/11/2012,07:00:00
Ventura,CA,USA,4,No,03/10/2012,23:30:00
Appleton,WI,USA,4,No,03/09/2012,22:12:00
Sheboygan,WI,USA,4,No,03/09/2012,21:00:00
Draper/Suncrest,UT,USA,4,No,03/09/2012,00:45:00
Wellington,KS,USA,4,No,03/08/2012,00:00:00
Cincinnati,OH,USA,4,No,03/07/2012,18:00:00
Tomball,TX,USA,4,No,03/04/2012,20:05:00
West Jordan,UT,USA,4,No,03/04/2012,01:00:00
Lavergne,TN,USA,4,No,03/03/2012,23:15:00
St. Petersburg,FL,USA,4,No,03/02/2012,20:00:00
San Dimas,CA,USA,4,No,03/02/2012,13:45:00
Summerville,SC,USA,4,No,03/01/2012,20:00:00
Jensen Beach,FL,USA,4,No,02/11/2012,19:30:00
San Diego (north coastal area),CA,USA,4,No,02/11/2012,18:00:00
Tucson,AZ,USA,4,No,02/09/2012,20:15:00
Bothell,WA,USA,4,No,02/08/2012,21:34:00
Rancho Mirage,CA,USA,4,No,02/07/2012,18:40:00
Edison,NJ,USA,4,No,02/07/2012,17:00:00
Las Vegas,NV,USA,4,No,02/07/2012,07:00:00
Portland,OR,USA,4,No,02/07/2012,00:00:00
Tonawanda,NY,USA,4,No,02/06/2012,19:00:00
Saint-John (Canada),NB,Canada,4,No,02/06/2012,17:30:00
Rio Rancho,NM,USA,4,No,02/06/2012,05:00:00
Sutton,WV,USA,4,No,02/03/2012,22:15:00
Chattaroy,WA,USA,4,No,02/03/2012,20:22:00
Merlin,OR,USA,4,No,02/03/2012,20:00:00
Chattaroy,WA,USA,4,No,02/02/2012,21:38:00
Hurst,TX,USA,4,No,02/01/2012,22:15:00
Tomball,TX,USA,4,No,02/01/2012,20:00:00
Ocala,FL,USA,4,No,02/01/2012,19:30:00
Groveton,TX,USA,4,No,02/01/2012,17:56:00
El Paso,TX,USA,4,No,02/01/2012,15:00:00
Brattleboro,VT,USA,4,No,02/01/2012,04:45:00
Seattle,WA,USA,4,No,01/12/2012,05:00:00
Antioch,CA,USA,4,No,01/11/2012,20:11:00
Bonnerdale,AR,USA,4,No,01/10/2012,22:00:00
Mio,MI,USA,4,No,01/10/2012,16:45:00
Brookhaven,NY,USA,4,No,01/09/2012,01:50:00
Cocoa,FL,USA,4,No,01/08/2012,19:00:00
Ocala,FL,USA,4,No,01/08/2012,01:00:00
North Port,FL,USA,4,No,01/06/2012,19:30:00
Seminole,OK,USA,4,No,01/06/2012,17:00:00
Dexter,MO,USA,4,No,01/06/2012,01:20:00
Hazel Green,WI,USA,4,No,01/04/2012,21:15:00
Babson Park,FL,USA,4,No,01/04/2012,09:32:00
La Jolla,CA,USA,4,No,01/03/2012,19:40:00
Arnold,MO,USA,4,No,01/03/2012,17:50:00
West Palm Beach,FL,USA,4,No,01/03/2012,17:11:00
Clemmons,NC,USA,4,No,01/03/2012,10:05:00
Doylestown,PA,USA,4,No,01/03/2012,01:00:00
Glendale,CA,USA,4,No,01/02/2012,08:04:00
Houston,TX,USA,4,No,01/01/2012,23:00:00
Fuquay Varina,NC,USA,4,No,01/01/2012,18:45:00
State College,PA,USA,4,No,01/01/2012,12:20:00
Salt Lake City,UT,USA,4,No,01/01/2012,12:05:00
Belgrade,MT,USA,4,No,01/01/2012,01:00:00
Sykesville,MD,USA,4,No,01/01/2012,00:15:00
Barrie (Canada),ON,Canada,4,No,01/01/2012,00:15:00
Chicago,IL,USA,4,No,01/01/2012,00:13:00
La Crosse,WI,USA,4,No,01/01/2012,00:10:00
Mena,AR,USA,4,No,01/01/2012,00:10:00
Round Rock,TX,USA,4,No,01/01/2012,00:04:00
Farmingdale,NY,USA,4,No,01/01/2012,00:00:00
Sykesville,MD,USA,4,No,01/01/2012,00:00:00
San Antonio,TX,USA,4,No,12/09/2011,21:00:00
Brinnon,WA,USA,4,No,12/09/2011,05:00:00
Downingtown,PA,USA,4,No,12/08/2011,01:13:00
Mount Shasta,CA,USA,4,No,12/07/2011,07:23:00
Weaverville,NC,USA,4,No,12/03/2011,19:15:00
St. Louis (Afton),MO,USA,4,No,12/03/2011,04:25:00
Medford,OR,USA,4,No,12/02/2011,23:00:00
Pompano Beach,FL,USA,4,No,12/02/2011,21:30:00
Fishers,IN,USA,4,No,12/02/2011,16:00:00
Davie,FL,USA,4,No,12/01/2011,18:10:00
Davie,FL,USA,4,No,12/01/2011,18:00:00
Water Town (near),NY,USA,4,No,12/01/2011,12:00:00
Bemidji,MN,USA,4,No,12/01/2011,07:30:00
Burton,MI,USA,4,No,12/01/2011,05:00:00
Uniondale,NY,USA,4,No,11/12/2011,19:00:00
Fort Lauderdale,FL,USA,4,No,11/12/2011,18:30:00
Albany,NY,USA,4,No,11/11/2011,23:23:00
Fairbanks,AK,USA,4,No,11/11/2011,20:10:00
Cincinnati,OH,USA,4,No,11/11/2011,10:18:00
Gig Harbor,WA,USA,4,No,11/10/2011,17:30:00
Columbia,SC,USA,4,No,11/09/2011,19:00:00
Albany,OR,USA,4,No,11/09/2011,04:30:00
Morganton,NC,USA,4,No,11/08/2011,23:00:00
Pleasanton,TX,USA,4,No,11/07/2011,17:30:00
Leland,NC,USA,4,No,11/07/2011,16:30:00
Brick,NJ,USA,4,No,11/07/2011,16:00:00
Crossville,TN,USA,4,No,11/06/2011,19:30:00
MacDill AFB,FL,USA,4,No,11/06/2011,14:00:00
New York City,NY,USA,4,No,11/03/2011,19:30:00
Englewood,FL,USA,4,No,11/03/2011,18:50:00
Clayton,NC,USA,4,No,11/03/2011,00:55:00
Apple Valley,MN,USA,4,No,11/02/2011,21:45:00
Miami,FL,USA,4,No,11/02/2011,10:08:00
Denham Springs,LA,USA,4,No,11/01/2011,20:48:00
Whitesburg,TN,USA,4,No,10/12/2011,19:40:00
Holden Beach,NC,USA,4,No,10/11/2011,21:10:00
New Bedford,MA,USA,4,No,10/11/2011,19:42:00
North Platte,NE,USA,4,No,10/10/2011,21:55:00
York,PA,USA,4,No,10/10/2011,21:00:00
Ashville,NY,USA,4,No,10/10/2011,10:30:00
Farmington,NM,USA,4,No,10/10/2011,01:00:00
New Bedford,MA,USA,4,No,10/09/2011,19:42:00
Redondo Beach,CA,USA,4,No,10/08/2011,23:58:00
Snowmass VIllage,CO,USA,4,No,10/08/2011,22:00:00
Topsail Beach,NC,USA,4,No,10/07/2011,21:00:00
Louisville,KY,USA,4,No,10/07/2011,21:00:00
New Braunfels,TX,USA,4,No,10/07/2011,13:30:00
St. Petersburg,FL,USA,4,No,10/06/2011,23:30:00
Flowery Branch,GA,USA,4,No,10/06/2011,20:55:00
Grants Pass (just outside Merlin),OR,USA,4,No,10/06/2011,01:00:00
Lake Elsinore,CA,USA,4,No,10/05/2011,20:45:00
Independence,MO,USA,4,No,10/05/2011,20:40:00
Enid,OK,USA,4,No,10/05/2011,06:00:00
Philadelphia,PA,USA,4,No,10/04/2011,23:00:00
Crosby,TX,USA,4,No,10/03/2011,19:00:00
Prince Rupert (Canada),BC,Canada,4,No,10/03/2011,08:00:00
Fresno,CA,USA,4,No,10/03/2011,04:35:00
Battle Creek,MI,USA,4,No,10/02/2011,18:00:00
Clinton,MS,USA,4,No,10/01/2011,13:00:00
Cabot/Lonoke,AR,USA,4,No,10/01/2011,00:00:00
Casper,WY,USA,4,No,09/12/2011,20:30:00
Vancouver,WA,USA,4,No,09/12/2011,20:00:00
La Porte,TX,USA,4,No,09/12/2011,14:45:00
Senatobia,MS,USA,4,No,09/11/2011,21:10:00
Oak Lawn,IL,USA,4,No,09/11/2011,20:20:00
Oakville (Canada),ON,Canada,4,No,09/10/2011,23:30:00
Landers,CA,USA,4,No,09/10/2011,22:50:00
West Yarmouth/Lewis Bay,MA,USA,4,No,09/10/2011,22:00:00
Seattle,WA,USA,4,No,09/10/2011,22:00:00
Millbrook (Canada),ON,Canada,4,No,09/10/2011,21:30:00
Harrison,ME,USA,4,No,09/10/2011,21:30:00
Baraboo,WI,USA,4,No,09/10/2011,21:00:00
Everett,WA,USA,4,No,09/10/2011,20:20:00
Falls,PA,USA,4,No,09/10/2011,12:50:00
Buffalo,NY,USA,4,No,09/10/2011,09:25:00
Glenwood,NJ,USA,4,No,09/10/2011,02:00:00
Rochester,NY,USA,4,No,09/09/2011,20:30:00
Claymont,DE,USA,4,No,09/08/2011,23:00:00
Cedar Lake,IN,USA,4,No,09/07/2011,21:54:00
Miami,FL,USA,4,No,09/05/2011,06:30:00
Waterloo,IA,USA,4,No,09/04/2011,21:32:00
Ridgway,IL,USA,4,No,09/04/2011,01:00:00
Richland,MI,USA,4,No,09/03/2011,22:15:00
Mississauga (Canada),ON,Canada,4,No,09/03/2011,22:00:00
Mono Springs,CA,USA,4,No,09/03/2011,22:00:00
Lethbridge (Canada),AB,Canada,4,No,09/03/2011,21:55:00
Rochester (Town of Chili),NY,USA,4,No,09/03/2011,20:16:00
Windsor,MA,USA,4,No,09/03/2011,20:00:00
Fitchburg,MA,USA,4,No,09/03/2011,08:30:00
Batavia,IL,USA,4,No,09/02/2011,22:30:00
Salt Lake City,UT,USA,4,No,09/02/2011,21:50:00
Morgans Point Resort,TX,USA,4,No,09/01/2011,23:30:00
Friday Harbor,WA,USA,4,No,09/01/2011,04:00:00
Bremerton,WA,USA,4,No,09/01/2011,03:00:00
Charlotte,NC,USA,4,No,08/12/2011,20:45:00
West Salem,WI,USA,4,No,08/11/2011,17:58:00
Fort Collins,CO,USA,4,No,08/11/2011,12:35:00
Inlet,NY,USA,4,No,08/10/2011,21:50:00
South New Brunswick,NJ,USA,4,No,08/10/2011,12:30:00
Park Ridge,IL,USA,4,No,08/07/2011,21:40:00
Minneapolis,MN,USA,4,No,08/07/2011,18:30:00
Ocala,FL,USA,4,No,08/07/2011,00:00:00
Naples,FL,USA,4,No,08/06/2011,23:35:00
Guelph (Canada),ON,Canada,4,No,08/06/2011,21:45:00
Round Rock,TX,USA,4,No,08/06/2011,00:00:00
Cheyenne,WY,USA,4,No,08/05/2011,18:13:00
Round Rock,TX,USA,4,No,08/04/2011,00:00:00
Teterboro,NJ,USA,4,No,08/03/2011,13:15:00
Lakeside,CA,USA,4,No,08/02/2011,21:50:00
Albuquerque,NM,USA,4,No,08/02/2011,21:15:00
Warsaw,NC,USA,4,No,08/02/2011,00:00:00
Arvada,CO,USA,4,No,08/01/2011,22:30:00
Poland,ME,USA,4,No,08/01/2011,04:30:00
York Beach,ME,USA,4,No,07/10/2011,21:30:00
Marlington,WV,USA,4,No,07/10/2011,08:30:00
Delta,OH,USA,4,No,07/09/2011,22:00:00
Elizabeth,PA,USA,4,No,07/09/2011,20:50:00
Medford,NY,USA,4,No,07/09/2011,20:00:00
Anoka,MN,USA,4,No,07/09/2011,17:00:00
Lakewood,CO,USA,4,No,07/08/2011,22:00:00
Fort Bragg,NC,USA,4,No,07/08/2011,11:00:00
Machesney Park,IL,USA,4,No,07/07/2011,21:00:00
Sedona,AZ,USA,4,No,07/07/2011,14:00:00
Tarpon Springs,FL,USA,4,No,07/07/2011,00:00:00
Maumee,OH,USA,4,No,07/06/2011,22:45:00
Strongsville,OH,USA,4,No,07/06/2011,22:25:00
Morin Heights (Canada),QC,Canada,4,No,07/06/2011,20:35:00
Minersville,PA,USA,4,No,07/05/2011,22:30:00
Utah Valley,UT,USA,4,No,07/05/2011,22:25:00
Mount Pleasant,MI,USA,4,No,07/05/2011,00:00:00
Struthers,OH,USA,4,No,07/04/2011,23:30:00
St. Louis Park,MN,USA,4,No,07/04/2011,23:00:00
Harrisburg,PA,USA,4,No,07/04/2011,22:52:00
Rochester,NY,USA,4,No,07/04/2011,22:45:00
Kenosha,WI,USA,4,No,07/04/2011,22:40:00
Elk Grove,CA,USA,4,No,07/04/2011,22:25:00
Portland,TN,USA,4,No,07/04/2011,22:00:00
Omaha,NE,USA,4,No,07/04/2011,22:00:00
Berryville,AR,USA,4,No,07/04/2011,22:00:00
Louisville,KY,USA,4,No,07/04/2011,22:00:00
Portland,TN,USA,4,No,07/04/2011,22:00:00
Middletown,CT,USA,4,No,07/04/2011,22:00:00
Huntsville,AL,USA,4,No,07/04/2011,22:00:00
Escondido/Valley Center,CA,USA,4,No,07/04/2011,21:45:00
Manson,WA,USA,4,No,07/04/2011,21:40:00
Richmond,KY,USA,4,No,07/04/2011,21:30:00
New Berlin,WI,USA,4,No,07/04/2011,21:30:00
El Cajon,CA,USA,4,No,07/04/2011,21:30:00
West Hills,CA,USA,4,No,07/04/2011,21:28:00
Escondido/Valley Center,CA,USA,4,No,07/04/2011,21:15:00
Pueblo,CO,USA,4,No,07/04/2011,21:15:00
Greenport,NY,USA,4,No,07/04/2011,21:00:00
Cottonwood,AZ,USA,4,No,07/04/2011,20:30:00
West Des Moines,IA,USA,4,No,07/04/2011,20:30:00
Elizabethtown,KY,USA,4,No,07/04/2011,20:00:00
Coral Springs,FL,USA,4,No,07/04/2011,20:00:00
Conneaut Lake,PA,USA,4,No,07/03/2011,22:30:00
Oak Lawn,IL,USA,4,No,07/03/2011,22:10:00
Pasadena,MD,USA,4,No,07/03/2011,22:10:00
Riverview,WI,USA,4,No,07/03/2011,22:00:00
Mt. Washington,KY,USA,4,No,07/03/2011,21:00:00
Ramona,CA,USA,4,No,07/02/2011,21:05:00
Orlando,FL,USA,4,No,07/02/2011,14:30:00
Waterville,ME,USA,4,No,07/02/2011,09:00:00
Dunmore,PA,USA,4,No,07/02/2011,01:00:00
McKinney,TX,USA,4,No,07/01/2011,23:00:00
Cuyahoga Falls,OH,USA,4,No,07/01/2011,22:30:00
Carrie,KY,USA,4,No,07/01/2011,22:00:00
Riverdale,UT,USA,4,No,07/01/2011,10:00:00
Myrtle Beach,SC,USA,4,No,07/01/2011,00:20:00
Waukee,IA,USA,4,No,06/12/2011,22:30:00
North Webster,IN,USA,4,No,06/12/2011,10:00:00
Woodstock,IL,USA,4,No,06/12/2011,09:00:00
Nelsonville,OH,USA,4,No,06/11/2011,21:50:00
Antioch,CA,USA,4,No,06/10/2011,23:20:00
Medford,OR,USA,4,No,06/10/2011,00:00:00
Plainville,CT,USA,4,No,06/08/2011,22:30:00
Litchfield Beach,SC,USA,4,No,06/08/2011,21:30:00
Westminster,CO,USA,4,No,06/07/2011,17:45:00
Hamilton (Canada),ON,Canada,4,No,06/05/2011,21:00:00
Monroe,WA,USA,4,No,06/04/2011,03:45:00
Mills,WY,USA,4,No,06/03/2011,15:00:00
St. Louis,MO,USA,4,No,06/02/2011,20:50:00
Perrysburg,OH,USA,4,No,06/01/2011,23:00:00
Lancaster,PA,USA,4,No,06/01/2011,22:30:00
Holden Beach,NC,USA,4,No,06/01/2011,22:30:00
Bighorn (Municipal district) (Canada),AB,Canada,4,No,05/11/2011,23:47:00
Manteno,IL,USA,4,No,05/11/2011,22:00:00
Vernon (Canada),BC,Canada,4,No,05/10/2011,17:15:00
Starkville,MS,USA,4,No,05/08/2011,20:30:00
Oroville,CA,USA,4,No,05/08/2011,15:30:00
Chicago,IL,USA,4,No,05/07/2011,20:30:00
Berkley Heights,NJ,USA,4,No,05/06/2011,04:30:00
East Bethel,MN,USA,4,No,05/05/2011,23:00:00
Olive Hill,KY,USA,4,No,05/04/2011,23:30:00
Wirtz,VA,USA,4,No,05/04/2011,21:40:00
Bountiful,UT,USA,4,No,05/04/2011,21:30:00
Issaquah,WA,USA,4,No,05/03/2011,11:45:00
Riverwoods,IL,USA,4,No,05/02/2011,23:30:00
Dearborn,MI,USA,4,No,05/01/2011,00:20:00
Wenatchee,WA,USA,4,No,04/11/2011,22:30:00
Bedford,TX,USA,4,No,04/11/2011,21:00:00
Sparland,IL,USA,4,No,04/09/2011,23:30:00
Saunemin,IL,USA,4,No,04/09/2011,23:00:00
Hampton,VA,USA,4,No,04/09/2011,21:30:00
Buffalo,NY,USA,4,No,04/09/2011,01:30:00
Annapolis,MD,USA,4,No,04/09/2011,00:15:00
Huntington Beach,CA,USA,4,No,04/08/2011,21:00:00
Unionville,TN,USA,4,No,04/08/2011,20:30:00
Spokane,WA,USA,4,No,04/08/2011,12:40:00
San Antonio,TX,USA,4,No,04/07/2011,02:00:00
Wasilla,AK,USA,4,No,04/04/2011,04:00:00
Campbell River (Canada),BC,Canada,4,No,04/02/2011,06:05:00
Lake Texoma,TX,USA,4,No,03/12/2011,22:00:00
Yakima,WA,USA,4,No,03/07/2011,21:05:00
Yakima,WA,USA,4,No,03/07/2011,21:00:00
Las Vegas,NV,USA,4,No,03/06/2011,04:45:00
Delmar,MD,USA,4,No,03/05/2011,20:30:00
New York City (Times Square),NY,USA,4,No,03/04/2011,11:20:00
Worthington,OH,USA,4,No,03/01/2011,21:30:00
Litchfield Park,AZ,USA,4,No,02/11/2011,19:00:00
Lakewood,CA,USA,4,No,02/11/2011,13:43:00
